IP地址,端口,TLS,数据中心,地区,国家代码,城市,网络延迟
172.66.146.19,8443,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.81.169,2096,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.43.227,2087,true,SJC,North America,US,San Jose,170 ms
162.159.130.103,2087,true,FRA,Europe,DE,Frankfurt,170 ms
162.159.135.255,2053,true,FRA,Europe,DE,Frankfurt,170 ms
104.25.245.0,2053,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.162.53,2083,true,FRA,Europe,DE,Frankfurt,170 ms
104.24.66.152,2087,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.149.23,2096,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.163.0,8443,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.145.245,2053,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.57.71,2083,true,FRA,Europe,DE,Frankfurt,170 ms
104.24.162.211,2087,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.92.165,2087,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.139.61,2096,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.62.114,2087,true,FRA,Europe,DE,Frankfurt,170 ms
104.20.25.21,2083,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.169.103,2087,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.124.57,8443,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.211.145,2087,true,FRA,Europe,DE,Frankfurt,170 ms
172.64.157.242,2087,true,SJC,North America,US,San Jose,170 ms
104.27.74.231,2053,true,FRA,Europe,DE,Frankfurt,170 ms
162.159.35.138,2083,true,FRA,Europe,DE,Frankfurt,170 ms
104.22.47.201,8443,true,FRA,Europe,DE,Frankfurt,170 ms
104.25.130.92,2096,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.18.93,2087,true,FRA,Europe,DE,Frankfurt,170 ms
198.41.211.217,8443,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.93.181,2053,true,FRA,Europe,DE,Frankfurt,170 ms
104.27.73.34,2087,true,FRA,Europe,DE,Frankfurt,170 ms
141.101.113.80,2096,true,FRA,Europe,DE,Frankfurt,170 ms
172.67.12.13,2053,true,FRA,Europe,DE,Frankfurt,170 ms
104.25.151.146,8443,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.138.138,2053,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.213.164,2053,true,FRA,Europe,DE,Frankfurt,170 ms
172.66.139.116,2083,true,FRA,Europe,DE,Frankfurt,171 ms
141.101.113.192,2096,true,FRA,Europe,DE,Frankfurt,171 ms
104.24.209.251,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.162.174,2096,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.168.97,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.84.227,8443,true,FRA,Europe,DE,Frankfurt,171 ms
162.159.142.128,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.192.139,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.208.44,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.64.233,2053,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.79.243,2083,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.62.193,2083,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.59.103,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.50.117,2053,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.194.196,2096,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.77.136,2053,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.101.43,2053,true,FRA,Europe,DE,Frankfurt,171 ms
104.23.136.244,8443,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.88.58,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.196.183,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.118.51,8443,true,FRA,Europe,DE,Frankfurt,171 ms
104.22.45.19,8443,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.142.158,2096,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.216.243,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.198.135,2083,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.70.103,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.52.223,2053,true,FRA,Europe,DE,Frankfurt,171 ms
104.25.160.115,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.27.250,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.129.203,2053,true,FRA,Europe,DE,Frankfurt,171 ms
104.24.183.177,8443,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.31.27,2083,true,FRA,Europe,DE,Frankfurt,171 ms
108.162.193.103,2053,true,SJC,North America,US,San Jose,171 ms
172.66.197.147,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.150.97,2053,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.84.0,2087,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.210.128,2087,true,FRA,Europe,DE,Frankfurt,171 ms
104.25.246.192,8443,true,FRA,Europe,DE,Frankfurt,171 ms
172.66.148.57,2083,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.91.5,8443,true,FRA,Europe,DE,Frankfurt,171 ms
162.159.134.13,2053,true,FRA,Europe,DE,Frankfurt,171 ms
104.24.31.86,8443,true,FRA,Europe,DE,Frankfurt,171 ms
172.67.24.197,2096,true,FRA,Europe,DE,Frankfurt,171 ms
198.41.196.183,2087,true,SJC,North America,US,San Jose,171 ms
104.25.152.9,2083,true,FRA,Europe,DE,Frankfurt,171 ms
198.41.218.162,2083,true,SJC,North America,US,San Jose,172 ms
172.67.74.2,2096,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.67.174,2053,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.5.80,2096,true,FRA,Europe,DE,Frankfurt,172 ms
172.66.133.234,2096,true,FRA,Europe,DE,Frankfurt,172 ms
198.41.217.37,2096,true,SJC,North America,US,San Jose,172 ms
104.25.250.4,2053,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.18.170,2087,true,FRA,Europe,DE,Frankfurt,172 ms
162.159.253.84,8443,true,LAX,North America,US,Los Angeles,172 ms
104.25.90.253,2083,true,FRA,Europe,DE,Frankfurt,172 ms
172.66.145.183,2083,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.31.183,2083,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.33.153,2053,true,FRA,Europe,DE,Frankfurt,172 ms
104.26.13.199,2083,true,FRA,Europe,DE,Frankfurt,172 ms
172.66.144.253,2096,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.58.26,8443,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.42.76,2087,true,FRA,Europe,DE,Frankfurt,172 ms
104.24.152.217,2096,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.118.33,2096,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.45.129,2087,true,FRA,Europe,DE,Frankfurt,172 ms
141.101.122.116,2053,true,SJC,North America,US,San Jose,172 ms
162.159.128.76,8443,true,FRA,Europe,DE,Frankfurt,172 ms
104.24.170.187,2087,true,FRA,Europe,DE,Frankfurt,172 ms
172.66.212.198,2053,true,FRA,Europe,DE,Frankfurt,172 ms
172.66.194.201,2087,true,FRA,Europe,DE,Frankfurt,172 ms
172.67.49.29,2096,true,FRA,Europe,DE,Frankfurt,172 ms
104.17.71.21,2096,true,SJC,North America,US,San Jose,172 ms
198.41.193.135,8443,true,SJC,North America,US,San Jose,172 ms
172.67.106.156,2096,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.44.182,2053,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.121.73,2096,true,FRA,Europe,DE,Frankfurt,173 ms
172.66.144.241,2087,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.112.95,2083,true,FRA,Europe,DE,Frankfurt,173 ms
162.159.6.148,2087,true,SJC,North America,US,San Jose,173 ms
104.17.33.202,2087,true,SJC,North America,US,San Jose,173 ms
108.162.198.241,8443,true,SJC,North America,US,San Jose,173 ms
162.159.135.103,2096,true,FRA,Europe,DE,Frankfurt,173 ms
104.22.33.155,2096,true,FRA,Europe,DE,Frankfurt,173 ms
162.159.236.15,8443,true,SJC,North America,US,San Jose,173 ms
172.66.130.166,2087,true,FRA,Europe,DE,Frankfurt,173 ms
172.66.146.16,2087,true,FRA,Europe,DE,Frankfurt,173 ms
104.25.12.247,8443,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.31.84,2096,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.89.136,8443,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.38.49,2087,true,FRA,Europe,DE,Frankfurt,173 ms
172.67.123.18,2087,true,FRA,Europe,DE,Frankfurt,173 ms
104.25.193.52,2053,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.84.123,8443,true,FRA,Europe,DE,Frankfurt,174 ms
172.66.212.170,2053,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.95.108,8443,true,FRA,Europe,DE,Frankfurt,174 ms
172.65.176.61,8443,true,FRA,Europe,DE,Frankfurt,174 ms
198.41.194.81,2087,true,SJC,North America,US,San Jose,174 ms
198.41.222.158,8443,true,SJC,North America,US,San Jose,174 ms
172.66.198.218,2087,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.51.188,2096,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.115.42,2053,true,FRA,Europe,DE,Frankfurt,174 ms
198.41.207.38,8443,true,SJC,North America,US,San Jose,174 ms
162.159.252.8,8443,true,LAX,North America,US,Los Angeles,174 ms
104.27.83.152,2083,true,FRA,Europe,DE,Frankfurt,174 ms
104.25.210.132,2087,true,FRA,Europe,DE,Frankfurt,174 ms
198.41.199.100,2096,true,SJC,North America,US,San Jose,174 ms
104.20.40.104,2053,true,FRA,Europe,DE,Frankfurt,174 ms
172.66.44.141,2053,true,SJC,North America,US,San Jose,174 ms
172.66.156.212,2087,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.80.106,8443,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.27.202,2053,true,FRA,Europe,DE,Frankfurt,174 ms
104.24.234.58,2083,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.59.185,8443,true,FRA,Europe,DE,Frankfurt,174 ms
172.67.111.98,2053,true,FRA,Europe,DE,Frankfurt,174 ms
172.66.193.36,2053,true,FRA,Europe,DE,Frankfurt,174 ms
104.23.127.129,2083,true,FRA,Europe,DE,Frankfurt,175 ms
172.67.22.51,2087,true,FRA,Europe,DE,Frankfurt,175 ms
172.67.11.233,2083,true,FRA,Europe,DE,Frankfurt,175 ms
198.41.206.232,2083,true,SJC,North America,US,San Jose,175 ms
198.41.194.223,2096,true,SJC,North America,US,San Jose,175 ms
172.66.164.232,2096,true,FRA,Europe,DE,Frankfurt,175 ms
104.25.136.164,2087,true,FRA,Europe,DE,Frankfurt,175 ms
172.67.108.85,2087,true,FRA,Europe,DE,Frankfurt,175 ms
172.66.195.173,2096,true,FRA,Europe,DE,Frankfurt,175 ms
172.67.101.76,8443,true,FRA,Europe,DE,Frankfurt,175 ms
172.67.50.245,8443,true,FRA,Europe,DE,Frankfurt,175 ms
172.66.215.30,8443,true,FRA,Europe,DE,Frankfurt,175 ms
104.22.26.126,2053,true,FRA,Europe,DE,Frankfurt,176 ms
172.66.197.146,2083,true,FRA,Europe,DE,Frankfurt,176 ms
172.67.52.149,2083,true,FRA,Europe,DE,Frankfurt,176 ms
172.67.10.145,2053,true,FRA,Europe,DE,Frankfurt,176 ms
198.41.204.41,2053,true,SJC,North America,US,San Jose,176 ms
198.41.195.121,2087,true,SJC,North America,US,San Jose,176 ms
104.23.98.113,2087,true,FRA,Europe,DE,Frankfurt,176 ms
162.159.140.211,2096,true,FRA,Europe,DE,Frankfurt,176 ms
162.159.0.18,2096,true,SJC,North America,US,San Jose,176 ms
172.64.231.4,8443,true,SJC,North America,US,San Jose,176 ms
162.159.19.214,2083,true,SJC,North America,US,San Jose,176 ms
162.159.134.149,2087,true,FRA,Europe,DE,Frankfurt,177 ms
172.67.51.184,2096,true,FRA,Europe,DE,Frankfurt,177 ms
198.41.218.69,2087,true,SJC,North America,US,San Jose,177 ms
172.66.206.190,2087,true,FRA,Europe,DE,Frankfurt,177 ms
141.101.114.149,2053,true,SJC,North America,US,San Jose,177 ms
162.159.142.67,2087,true,FRA,Europe,DE,Frankfurt,178 ms
172.66.128.65,2053,true,FRA,Europe,DE,Frankfurt,178 ms
172.64.46.154,2053,true,SJC,North America,US,San Jose,178 ms
172.64.85.6,8443,true,SJC,North America,US,San Jose,178 ms
172.66.149.224,8443,true,FRA,Europe,DE,Frankfurt,178 ms
172.66.131.0,2087,true,FRA,Europe,DE,Frankfurt,178 ms
104.26.2.171,2096,true,FRA,Europe,DE,Frankfurt,178 ms
172.66.128.1,2087,true,FRA,Europe,DE,Frankfurt,178 ms
172.67.102.51,2053,true,FRA,Europe,DE,Frankfurt,179 ms
172.67.68.87,2087,true,FRA,Europe,DE,Frankfurt,179 ms
172.66.203.146,2096,true,FRA,Europe,DE,Frankfurt,179 ms
198.41.211.111,2087,true,FRA,Europe,DE,Frankfurt,179 ms
104.18.75.32,2096,true,SJC,North America,US,San Jose,179 ms
172.66.166.204,2083,true,FRA,Europe,DE,Frankfurt,179 ms
104.18.196.196,8443,true,SJC,North America,US,San Jose,179 ms
172.67.141.1,2087,true,AMS,Europe,NL,Amsterdam,179 ms
172.67.71.7,2053,true,FRA,Europe,DE,Frankfurt,179 ms
172.66.170.108,2083,true,FRA,Europe,DE,Frankfurt,179 ms
104.16.78.143,2083,true,SJC,North America,US,San Jose,180 ms
104.24.23.68,8443,true,FRA,Europe,DE,Frankfurt,180 ms
172.64.93.165,2083,true,SJC,North America,US,San Jose,180 ms
162.159.34.60,2083,true,FRA,Europe,DE,Frankfurt,180 ms
162.159.152.204,8443,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.209.62,2083,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.208.204,8443,true,FRA,Europe,DE,Frankfurt,180 ms
104.24.151.11,2053,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.192.195,2087,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.145.179,8443,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.169.104,2096,true,FRA,Europe,DE,Frankfurt,180 ms
172.67.65.80,2087,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.167.202,2053,true,FRA,Europe,DE,Frankfurt,180 ms
172.67.92.129,2053,true,FRA,Europe,DE,Frankfurt,180 ms
104.27.80.145,8443,true,FRA,Europe,DE,Frankfurt,180 ms
104.27.118.156,8443,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.143.54,8443,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.147.178,2083,true,FRA,Europe,DE,Frankfurt,180 ms
172.66.168.110,2083,true,FRA,Europe,DE,Frankfurt,180 ms
172.67.25.97,2083,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.91.38,2083,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.32.85,2083,true,FRA,Europe,DE,Frankfurt,181 ms
162.159.194.252,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.161.135,2096,true,FRA,Europe,DE,Frankfurt,181 ms
198.41.211.180,8443,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.215.60,8443,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.147.173,2087,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.139.233,2083,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.51.81,2083,true,FRA,Europe,DE,Frankfurt,181 ms
104.25.122.207,2096,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.4.136,2096,true,FRA,Europe,DE,Frankfurt,181 ms
104.24.66.175,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.210.218,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.45.238,2083,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.254.228,2096,true,AMS,Europe,NL,Amsterdam,181 ms
172.66.129.177,2083,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.139.35,2083,true,AMS,Europe,NL,Amsterdam,181 ms
172.67.94.156,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.113.134,2087,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.43.63,2096,true,SJC,North America,US,San Jose,181 ms
104.27.204.40,8443,true,FRA,Europe,DE,Frankfurt,181 ms
104.20.30.33,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.62.206,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.143.246,8443,true,FRA,Europe,DE,Frankfurt,181 ms
104.17.31.36,2083,true,SJC,North America,US,San Jose,181 ms
172.67.29.198,2087,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.145.204,2083,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.208.80,2087,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.164.110,2096,true,FRA,Europe,DE,Frankfurt,181 ms
190.93.247.109,8443,true,SJC,North America,US,San Jose,181 ms
172.67.50.45,2096,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.12.116,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.64.70,2096,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.194.34,2087,true,FRA,Europe,DE,Frankfurt,181 ms
104.25.34.226,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.94.22,2053,true,FRA,Europe,DE,Frankfurt,181 ms
104.25.52.166,2096,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.87.134,2087,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.35.145,8443,true,FRA,Europe,DE,Frankfurt,181 ms
172.67.85.169,2096,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.149.66,8443,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.204.146,2087,true,FRA,Europe,DE,Frankfurt,181 ms
104.24.218.39,2053,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.129.172,2096,true,FRA,Europe,DE,Frankfurt,181 ms
104.27.18.109,8443,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.194.192,2087,true,FRA,Europe,DE,Frankfurt,181 ms
172.66.152.16,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.47.35,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.74.99,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.86.25,2053,true,FRA,Europe,DE,Frankfurt,182 ms
104.25.46.56,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.200.13,2083,true,FRA,Europe,DE,Frankfurt,182 ms
104.25.250.95,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.144.5,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.98.135,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.216.181,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.130.45,2083,true,AMS,Europe,NL,Amsterdam,182 ms
104.24.9.183,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.172.21,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.200.61,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.92.58,2096,true,FRA,Europe,DE,Frankfurt,182 ms
104.25.125.7,2087,true,FRA,Europe,DE,Frankfurt,182 ms
104.22.73.107,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.96.86,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.9.197,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.158.72,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.165.240,8443,true,FRA,Europe,DE,Frankfurt,182 ms
162.159.194.189,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.206.18,2096,true,FRA,Europe,DE,Frankfurt,182 ms
104.24.131.239,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.147.94,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.38.81,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.88.150,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.132.44,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.80.97,2053,true,FRA,Europe,DE,Frankfurt,182 ms
104.24.24.146,2087,true,FRA,Europe,DE,Frankfurt,182 ms
104.27.86.83,2087,true,FRA,Europe,DE,Frankfurt,182 ms
104.25.93.210,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.175.160,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.29.227,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.207.17,2087,true,FRA,Europe,DE,Frankfurt,182 ms
104.22.71.250,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.59.173,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.129.164,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.193.211,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.62.49,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.121.173,2053,true,FRA,Europe,DE,Frankfurt,182 ms
162.159.134.11,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.62.197,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.147.179,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.216.167,2053,true,FRA,Europe,DE,Frankfurt,182 ms
104.25.125.168,2083,true,FRA,Europe,DE,Frankfurt,182 ms
104.25.34.121,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.91.176,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.129.86,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.100.62,2053,true,FRA,Europe,DE,Frankfurt,182 ms
162.159.133.252,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.0.75,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.21.248,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.150.119,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.148.59,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.206.99,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.238.83,2087,true,AMS,Europe,NL,Amsterdam,182 ms
104.24.61.40,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.3.151,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.65.138,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.87.95,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.152.128,2083,true,AMS,Europe,NL,Amsterdam,182 ms
104.25.84.226,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.200.207,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.64.95.95,2087,true,SJC,North America,US,San Jose,182 ms
172.67.152.64,2083,true,AMS,Europe,NL,Amsterdam,182 ms
172.67.110.151,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.76.87,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.98.96,2087,true,FRA,Europe,DE,Frankfurt,182 ms
162.159.130.95,8443,true,FRA,Europe,DE,Frankfurt,182 ms
162.159.128.113,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.164.42,2096,true,FRA,Europe,DE,Frankfurt,182 ms
198.41.217.173,2087,true,SJC,North America,US,San Jose,182 ms
172.67.119.17,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.118.36,8443,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.146.214,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.155.99,2096,true,FRA,Europe,DE,Frankfurt,182 ms
104.24.213.64,2083,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.48.23,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.6.133,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.163.85,2087,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.145.119,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.66.215.234,2053,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.67.107,2096,true,FRA,Europe,DE,Frankfurt,182 ms
172.67.14.195,2087,true,FRA,Europe,DE,Frankfurt,182 ms
104.22.13.112,2087,true,FRA,Europe,DE,Frankfurt,182 ms
104.21.19.21,2096,true,AMS,Europe,NL,Amsterdam,183 ms
172.66.203.186,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.149.148,2053,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.21.47,2096,true,FRA,Europe,DE,Frankfurt,183 ms
104.17.71.106,2083,true,SJC,North America,US,San Jose,183 ms
104.24.42.202,8443,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.202.33,2087,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.148.156,8443,true,FRA,Europe,DE,Frankfurt,183 ms
104.24.214.25,2053,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.217.184,2087,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.217.116,2053,true,FRA,Europe,DE,Frankfurt,183 ms
162.159.237.30,8443,true,SJC,North America,US,San Jose,183 ms
172.66.130.9,8443,true,FRA,Europe,DE,Frankfurt,183 ms
104.24.192.175,2053,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.62.96,8443,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.228.25,8443,true,AMS,Europe,NL,Amsterdam,183 ms
172.67.43.58,2096,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.161.230,2087,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.30.212,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.53.13,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.153.237,2096,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.211.223,2096,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.3.156,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.157.132,8443,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.240.188,2053,true,AMS,Europe,NL,Amsterdam,183 ms
172.67.24.176,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.196.143,2087,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.201.103,2053,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.26.22,2087,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.58.165,2083,true,FRA,Europe,DE,Frankfurt,183 ms
104.21.77.168,2087,true,AMS,Europe,NL,Amsterdam,183 ms
172.67.96.53,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.10.95,2096,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.133.82,8443,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.205.227,2083,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.97.109,2083,true,FRA,Europe,DE,Frankfurt,183 ms
104.25.60.13,2053,true,FRA,Europe,DE,Frankfurt,183 ms
172.66.172.44,8443,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.194.38,8443,true,AMS,Europe,NL,Amsterdam,183 ms
172.67.42.205,8443,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.125.37,2053,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.27.21,2096,true,FRA,Europe,DE,Frankfurt,183 ms
172.67.252.185,2053,true,AMS,Europe,NL,Amsterdam,183 ms
172.67.202.38,2096,true,AMS,Europe,NL,Amsterdam,183 ms
172.67.105.138,2083,true,FRA,Europe,DE,Frankfurt,183 ms
