IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.67.116.153,4,2,0.50,240.70,0.00
104.20.170.142,4,2,0.50,241.50,0.00
104.20.181.183,4,2,0.50,241.89,0.00
104.25.47.18,4,2,0.50,242.14,0.00
104.25.86.112,4,2,0.50,242.15,0.00
104.25.134.192,4,2,0.50,242.43,0.00
172.67.117.175,4,2,0.50,243.12,0.00
104.20.187.222,4,2,0.50,243.37,0.00
172.67.119.146,4,2,0.50,243.70,0.00
104.27.71.112,4,2,0.50,243.78,0.00
104.27.62.114,4,2,0.50,243.93,0.00
104.20.151.99,4,2,0.50,244.08,0.00
104.25.11.98,4,2,0.50,244.23,0.00
104.22.37.152,4,2,0.50,244.24,0.00
104.20.201.189,4,2,0.50,244.29,0.00
104.23.131.151,4,2,0.50,244.43,0.00
104.20.212.12,4,2,0.50,244.71,0.00
104.21.18.228,4,2,0.50,245.45,0.00
172.67.107.250,4,2,0.50,246.33,0.00
104.24.18.172,4,2,0.50,247.03,0.00
104.20.204.40,4,2,0.50,247.30,0.00
104.20.166.160,4,2,0.50,247.92,0.00
104.25.31.4,4,2,0.50,248.59,0.00
104.22.64.234,4,2,0.50,249.94,0.00
104.25.135.245,4,2,0.50,251.34,0.00
104.25.198.107,4,2,0.50,255.04,0.00
104.21.9.170,4,2,0.50,259.83,0.00
172.66.46.91,4,2,0.50,266.25,0.00
104.20.225.238,4,2,0.50,275.88,0.00
172.64.69.79,4,2,0.50,280.89,0.00
104.20.210.155,4,2,0.50,282.05,0.00
172.65.255.242,4,2,0.50,344.39,0.00
172.64.234.129,4,2,0.50,348.56,0.00
172.66.1.14,4,2,0.50,351.69,0.00
172.64.15.121,4,2,0.50,384.13,0.00
172.64.5.147,4,2,0.50,394.86,0.00
172.64.12.73,4,2,0.50,402.36,0.00
172.64.2.198,4,2,0.50,412.45,0.00
172.64.4.68,4,2,0.50,415.54,0.00
172.65.244.5,4,2,0.50,462.42,0.00
172.64.52.23,4,2,0.50,505.03,0.00
172.65.241.126,4,2,0.50,511.13,0.00
172.65.253.153,4,2,0.50,546.42,0.00
172.65.240.227,4,2,0.50,555.75,0.00
172.65.254.230,4,2,0.50,562.49,0.00
172.64.230.76,4,2,0.50,564.69,0.00
172.66.2.67,4,2,0.50,600.82,0.00
172.64.92.63,4,2,0.50,628.52,0.00
172.66.0.246,4,2,0.50,632.13,0.00
172.65.219.164,4,2,0.50,641.65,0.00
172.65.234.145,4,2,0.50,677.08,0.00
172.65.242.120,4,2,0.50,802.57,0.00
172.65.236.96,4,2,0.50,812.34,0.00
172.65.237.157,4,2,0.50,822.02,0.00
172.65.252.201,4,2,0.50,841.34,0.00
172.65.238.213,4,2,0.50,859.71,0.00
172.65.243.158,4,2,0.50,874.87,0.00
172.65.239.191,4,2,0.50,908.01,0.00
172.64.229.22,4,1,0.75,119.50,0.00
104.22.22.10,4,1,0.75,149.90,0.00
172.64.108.97,4,1,0.75,153.75,0.00
172.64.175.137,4,1,0.75,155.64,0.00
172.67.47.179,4,1,0.75,158.19,0.00
172.64.101.175,4,1,0.75,158.43,0.00
172.64.105.55,4,1,0.75,158.43,0.00
172.64.199.241,4,1,0.75,158.72,0.00
104.22.54.192,4,1,0.75,159.61,0.00
172.64.200.214,4,1,0.75,160.60,0.00
172.64.135.187,4,1,0.75,160.67,0.00
172.65.91.32,4,1,0.75,161.20,0.00
104.22.61.168,4,1,0.75,161.43,0.00
104.22.50.40,4,1,0.75,161.50,0.00
172.67.43.241,4,1,0.75,161.52,0.00
104.22.58.165,4,1,0.75,161.59,0.00
172.67.34.10,4,1,0.75,162.13,0.00
104.22.55.4,4,1,0.75,162.23,0.00
172.64.194.96,4,1,0.75,162.26,0.00
172.64.136.149,4,1,0.75,162.52,0.00
172.65.93.202,4,1,0.75,163.03,0.00
172.64.170.200,4,1,0.75,163.08,0.00
172.67.24.93,4,1,0.75,163.14,0.00
172.64.103.48,4,1,0.75,163.83,0.00
172.64.201.134,4,1,0.75,163.88,0.00
172.64.171.82,4,1,0.75,164.06,0.00
104.22.49.235,4,1,0.75,164.09,0.00
172.64.104.166,4,1,0.75,164.39,0.00
172.65.88.27,4,1,0.75,164.66,0.00
172.64.160.236,4,1,0.75,164.86,0.00
172.64.169.57,4,1,0.75,165.80,0.00
172.64.164.86,4,1,0.75,166.31,0.00
104.22.57.83,4,1,0.75,166.41,0.00
172.64.106.104,4,1,0.75,166.85,0.00
172.64.107.134,4,1,0.75,167.58,0.00
104.22.26.162,4,1,0.75,168.71,0.00
104.22.25.41,4,1,0.75,168.98,0.00
104.22.23.19,4,1,0.75,168.99,0.00
172.64.111.19,4,1,0.75,169.10,0.00
172.64.138.77,4,1,0.75,169.64,0.00
172.64.130.168,4,1,0.75,169.76,0.00
104.22.18.178,4,1,0.75,170.21,0.00
172.64.174.4,4,1,0.75,172.36,0.00
104.21.237.81,4,1,0.75,172.66,0.00
104.22.21.46,4,1,0.75,172.79,0.00
104.22.27.63,4,1,0.75,172.82,0.00
104.22.17.86,4,1,0.75,172.82,0.00
104.22.29.29,4,1,0.75,173.33,0.00
172.64.99.3,4,1,0.75,174.04,0.00
104.22.16.112,4,1,0.75,174.55,0.00
104.21.230.153,4,1,0.75,174.70,0.00
172.64.100.84,4,1,0.75,175.40,0.00
172.65.81.82,4,1,0.75,175.55,0.00
172.67.35.119,4,1,0.75,175.70,0.00
104.21.234.66,4,1,0.75,176.31,0.00
104.21.233.24,4,1,0.75,177.66,0.00
104.21.228.53,4,1,0.75,177.66,0.00
104.22.20.173,4,1,0.75,178.22,0.00
104.22.28.147,4,1,0.75,180.35,0.00
104.22.19.58,4,1,0.75,186.21,0.00
172.64.196.138,4,1,0.75,186.25,0.00
172.64.128.234,4,1,0.75,186.74,0.00
172.64.198.7,4,1,0.75,186.97,0.00
172.67.140.88,4,1,0.75,192.19,0.00
104.21.210.64,4,1,0.75,195.02,0.00
172.64.86.215,4,1,0.75,197.57,0.00
104.21.104.195,4,1,0.75,198.77,0.00
104.21.221.192,4,1,0.75,198.95,0.00
104.21.84.252,4,1,0.75,201.63,0.00
172.67.177.152,4,1,0.75,201.82,0.00
172.67.173.120,4,1,0.75,203.21,0.00
104.21.199.228,4,1,0.75,203.78,0.00
104.21.197.144,4,1,0.75,204.19,0.00
104.21.216.214,4,1,0.75,204.40,0.00
172.67.135.103,4,1,0.75,205.09,0.00
172.65.57.33,4,1,0.75,205.59,0.00
104.21.220.207,4,1,0.75,205.71,0.00
172.67.149.202,4,1,0.75,206.00,0.00
172.65.55.58,4,1,0.75,206.67,0.00
104.21.208.101,4,1,0.75,206.95,0.00
172.67.157.55,4,1,0.75,207.02,0.00
172.67.160.115,4,1,0.75,207.59,0.00
172.65.12.152,4,1,0.75,207.71,0.00
172.67.178.11,4,1,0.75,207.73,0.00
172.67.138.214,4,1,0.75,208.65,0.00
172.67.159.105,4,1,0.75,208.81,0.00
172.67.169.39,4,1,0.75,209.75,0.00
172.65.62.209,4,1,0.75,209.80,0.00
172.67.174.83,4,1,0.75,209.99,0.00
172.67.163.232,4,1,0.75,211.13,0.00
104.21.50.196,4,1,0.75,211.20,0.00
104.21.46.213,4,1,0.75,211.21,0.00
104.21.85.146,4,1,0.75,211.77,0.00
172.67.165.198,4,1,0.75,212.14,0.00
104.21.59.114,4,1,0.75,212.55,0.00
104.21.20.250,4,1,0.75,212.55,0.00
172.65.128.57,4,1,0.75,212.73,0.00
104.25.200.8,4,1,0.75,213.42,0.00
104.21.5.90,4,1,0.75,213.66,0.00
172.67.176.193,4,1,0.75,213.66,0.00
104.21.14.218,4,1,0.75,214.16,0.00
104.22.42.56,4,1,0.75,214.42,0.00
104.24.205.68,4,1,0.75,214.88,0.00
172.67.139.166,4,1,0.75,215.04,0.00
172.67.175.192,4,1,0.75,215.05,0.00
104.24.159.161,4,1,0.75,215.32,0.00
172.67.144.218,4,1,0.75,215.55,0.00
104.24.160.106,4,1,0.75,215.93,0.00
172.65.148.137,4,1,0.75,216.08,0.00
172.65.18.75,4,1,0.75,216.11,0.00
172.65.63.253,4,1,0.75,216.34,0.00
104.25.136.219,4,1,0.75,216.49,0.00
104.21.53.39,4,1,0.75,216.70,0.00
104.24.207.95,4,1,0.75,216.70,0.00
172.67.162.23,4,1,0.75,216.71,0.00
172.65.156.119,4,1,0.75,216.82,0.00
104.27.78.141,4,1,0.75,216.95,0.00
104.24.193.230,4,1,0.75,217.13,0.00
104.21.207.170,4,1,0.75,217.31,0.00
172.65.13.67,4,1,0.75,217.61,0.00
104.21.215.84,4,1,0.75,217.67,0.00
104.25.213.125,4,1,0.75,219.35,0.00
172.67.66.40,4,1,0.75,219.81,0.00
104.27.77.103,4,1,0.75,220.09,0.00
104.21.196.20,4,1,0.75,220.16,0.00
104.21.194.107,4,1,0.75,220.16,0.00
104.25.40.122,4,1,0.75,220.26,0.00
172.65.179.94,4,1,0.75,220.28,0.00
104.24.137.193,4,1,0.75,220.40,0.00
172.67.171.162,4,1,0.75,220.59,0.00
104.21.23.19,4,1,0.75,220.78,0.00
104.22.44.41,4,1,0.75,220.97,0.00
104.21.7.3,4,1,0.75,220.99,0.00
172.67.143.39,4,1,0.75,221.04,0.00
104.25.216.1,4,1,0.75,221.14,0.00
104.24.248.25,4,1,0.75,221.23,0.00
104.21.77.105,4,1,0.75,221.30,0.00
104.25.204.197,4,1,0.75,221.36,0.00
172.65.145.131,4,1,0.75,221.52,0.00
172.65.135.130,4,1,0.75,221.52,0.00
104.21.1.241,4,1,0.75,221.54,0.00
104.21.201.232,4,1,0.75,221.66,0.00
104.20.188.116,4,1,0.75,221.85,0.00
104.25.101.7,4,1,0.75,221.87,0.00
104.24.185.69,4,1,0.75,221.95,0.00
172.66.129.228,4,1,0.75,221.99,0.00
104.21.58.195,4,1,0.75,222.08,0.00
104.24.227.141,4,1,0.75,222.25,0.00
104.24.202.94,4,1,0.75,222.28,0.00
104.25.202.53,4,1,0.75,222.49,0.00
172.65.168.91,4,1,0.75,222.76,0.00
104.22.39.62,4,1,0.75,222.80,0.00
104.21.33.145,4,1,0.75,222.89,0.00
104.21.218.230,4,1,0.75,222.93,0.00
104.25.150.207,4,1,0.75,223.05,0.00
104.25.161.135,4,1,0.75,223.05,0.00
104.24.220.40,4,1,0.75,223.26,0.00
104.25.44.187,4,1,0.75,223.29,0.00
104.25.209.251,4,1,0.75,223.55,0.00
104.24.252.56,4,1,0.75,223.65,0.00
104.21.29.247,4,1,0.75,223.73,0.00
104.24.179.225,4,1,0.75,223.88,0.00
172.65.159.168,4,1,0.75,223.89,0.00
104.27.75.23,4,1,0.75,223.93,0.00
104.25.219.78,4,1,0.75,224.23,0.00
104.27.21.125,4,1,0.75,224.35,0.00
104.24.187.249,4,1,0.75,224.45,0.00
104.23.134.33,4,1,0.75,224.51,0.00
104.22.10.92,4,1,0.75,224.58,0.00
104.25.49.7,4,1,0.75,224.65,0.00
104.27.72.223,4,1,0.75,224.76,0.00
104.25.37.251,4,1,0.75,224.90,0.00
104.27.65.86,4,1,0.75,224.95,0.00
104.24.186.198,4,1,0.75,224.97,0.00
104.25.242.31,4,1,0.75,225.07,0.00
104.25.52.152,4,1,0.75,225.08,0.00
104.25.217.74,4,1,0.75,225.09,0.00
104.22.70.167,4,1,0.75,225.35,0.00
104.24.182.132,4,1,0.75,225.44,0.00
104.25.157.99,4,1,0.75,225.49,0.00
104.25.215.209,4,1,0.75,225.51,0.00
172.66.136.137,4,1,0.75,225.59,0.00
104.25.100.225,4,1,0.75,225.63,0.00
104.25.105.27,4,1,0.75,225.71,0.00
172.67.59.208,4,1,0.75,225.76,0.00
172.65.127.43,4,1,0.75,225.85,0.00
104.24.180.94,4,1,0.75,225.91,0.00
104.20.207.203,4,1,0.75,226.01,0.00
104.21.204.164,4,1,0.75,226.03,0.00
104.24.238.99,4,1,0.75,226.11,0.00
172.65.133.211,4,1,0.75,226.15,0.00
104.27.26.156,4,1,0.75,226.16,0.00
172.65.142.73,4,1,0.75,226.37,0.00
104.24.214.57,4,1,0.75,226.55,0.00
104.25.211.252,4,1,0.75,226.64,0.00
172.67.56.245,4,1,0.75,226.76,0.00
172.65.137.216,4,1,0.75,226.87,0.00
104.25.212.36,4,1,0.75,226.89,0.00
104.25.59.12,4,1,0.75,226.92,0.00
104.25.174.38,4,1,0.75,227.00,0.00
104.25.99.182,4,1,0.75,227.02,0.00
104.22.47.3,4,1,0.75,227.22,0.00
104.22.45.76,4,1,0.75,227.39,0.00
172.67.57.66,4,1,0.75,227.52,0.00
104.25.56.92,4,1,0.75,227.53,0.00
172.65.140.162,4,1,0.75,227.59,0.00
172.65.164.152,4,1,0.75,227.62,0.00
172.67.62.184,4,1,0.75,227.69,0.00
172.65.158.155,4,1,0.75,227.80,0.00
104.25.143.33,4,1,0.75,227.85,0.00
172.65.65.0,4,1,0.75,228.02,0.00
104.25.227.168,4,1,0.75,228.03,0.00
104.25.210.180,4,1,0.75,228.14,0.00
104.25.185.146,4,1,0.75,228.18,0.00
104.24.194.62,4,1,0.75,228.19,0.00
172.66.204.111,4,1,0.75,228.24,0.00
172.65.160.210,4,1,0.75,228.25,0.00
104.24.237.41,4,1,0.75,228.28,0.00
104.24.228.161,4,1,0.75,228.30,0.00
172.67.68.50,4,1,0.75,228.36,0.00
104.21.217.162,4,1,0.75,228.36,0.00
104.24.188.245,4,1,0.75,228.61,0.00
104.25.50.54,4,1,0.75,228.88,0.00
104.24.234.109,4,1,0.75,229.19,0.00
104.25.165.13,4,1,0.75,229.29,0.00
104.22.40.149,4,1,0.75,229.32,0.00
104.25.33.243,4,1,0.75,229.34,0.00
172.65.132.196,4,1,0.75,229.55,0.00
104.27.17.77,4,1,0.75,229.78,0.00
104.25.158.97,4,1,0.75,230.05,0.00
104.24.198.72,4,1,0.75,230.07,0.00
104.24.176.222,4,1,0.75,230.08,0.00
104.25.142.156,4,1,0.75,230.39,0.00
104.25.141.244,4,1,0.75,230.44,0.00
104.25.177.243,4,1,0.75,230.83,0.00
104.24.92.200,4,1,0.75,230.88,0.00
172.65.154.24,4,1,0.75,230.88,0.00
104.25.190.156,4,1,0.75,231.01,0.00
104.24.208.166,4,1,0.75,231.39,0.00
172.65.64.65,4,1,0.75,231.45,0.00
104.24.161.156,4,1,0.75,231.58,0.00
104.25.222.142,4,1,0.75,231.82,0.00
104.20.214.38,4,1,0.75,231.96,0.00
104.25.175.143,4,1,0.75,232.06,0.00
104.20.245.220,4,1,0.75,232.16,0.00
172.67.60.108,4,1,0.75,232.19,0.00
104.25.102.190,4,1,0.75,232.21,0.00
104.25.206.8,4,1,0.75,232.23,0.00
104.27.64.90,4,1,0.75,232.28,0.00
104.22.33.181,4,1,0.75,232.32,0.00
104.24.216.110,4,1,0.75,232.33,0.00
172.65.150.223,4,1,0.75,232.33,0.00
104.25.167.175,4,1,0.75,232.53,0.00
172.65.139.209,4,1,0.75,232.64,0.00
104.25.214.64,4,1,0.75,232.74,0.00
104.24.168.129,4,1,0.75,232.78,0.00
104.22.38.161,4,1,0.75,232.86,0.00
104.22.36.32,4,1,0.75,232.86,0.00
104.25.48.58,4,1,0.75,232.87,0.00
104.24.211.83,4,1,0.75,232.87,0.00
172.65.153.174,4,1,0.75,233.10,0.00
172.65.155.167,4,1,0.75,233.10,0.00
172.65.157.136,4,1,0.75,233.10,0.00
104.24.196.38,4,1,0.75,233.13,0.00
104.25.255.25,4,1,0.75,233.24,0.00
104.27.91.162,4,1,0.75,233.37,0.00
104.22.35.185,4,1,0.75,233.50,0.00
104.25.207.172,4,1,0.75,233.63,0.00
104.21.52.228,4,1,0.75,233.67,0.00
104.24.190.22,4,1,0.75,233.67,0.00
104.24.225.65,4,1,0.75,233.67,0.00
104.22.4.13,4,1,0.75,233.73,0.00
104.25.194.111,4,1,0.75,233.73,0.00
104.20.179.129,4,1,0.75,233.77,0.00
104.27.70.67,4,1,0.75,233.83,0.00
104.25.146.162,4,1,0.75,233.92,0.00
104.27.86.2,4,1,0.75,234.07,0.00
104.24.184.172,4,1,0.75,234.28,0.00
104.27.83.220,4,1,0.75,234.31,0.00
104.25.151.34,4,1,0.75,234.49,0.00
104.22.32.251,4,1,0.75,234.49,0.00
104.24.235.187,4,1,0.75,234.63,0.00
104.27.20.87,4,1,0.75,234.64,0.00
172.65.141.2,4,1,0.75,234.72,0.00
104.27.18.221,4,1,0.75,234.76,0.00
104.27.16.185,4,1,0.75,235.04,0.00
104.25.184.227,4,1,0.75,235.05,0.00
104.25.195.147,4,1,0.75,235.11,0.00
172.65.151.242,4,1,0.75,235.15,0.00
172.65.5.105,4,1,0.75,235.34,0.00
104.24.197.29,4,1,0.75,235.37,0.00
104.24.191.28,4,1,0.75,235.42,0.00
104.25.152.31,4,1,0.75,235.57,0.00
104.21.192.112,4,1,0.75,235.97,0.00
104.23.109.76,4,1,0.75,236.02,0.00
104.24.178.76,4,1,0.75,236.37,0.00
104.21.25.58,4,1,0.75,236.69,0.00
104.25.201.190,4,1,0.75,237.35,0.00
104.25.38.47,4,1,0.75,237.49,0.00
172.65.147.165,4,1,0.75,237.50,0.00
104.25.148.50,4,1,0.75,237.61,0.00
104.25.155.240,4,1,0.75,237.61,0.00
104.25.57.198,4,1,0.75,237.62,0.00
104.27.69.87,4,1,0.75,237.62,0.00
104.25.60.41,4,1,0.75,238.10,0.00
104.25.176.71,4,1,0.75,238.47,0.00
104.24.212.135,4,1,0.75,238.65,0.00
104.27.87.100,4,1,0.75,238.73,0.00
172.65.169.113,4,1,0.75,239.36,0.00
104.25.208.108,4,1,0.75,239.55,0.00
172.67.132.70,4,1,0.75,239.87,0.00
104.20.240.194,4,1,0.75,239.89,0.00
104.27.68.201,4,1,0.75,240.16,0.00
104.27.11.209,4,1,0.75,240.20,0.00
104.24.244.30,4,1,0.75,241.06,0.00
104.27.6.114,4,1,0.75,241.10,0.00
104.25.172.79,4,1,0.75,241.67,0.00
104.21.27.31,4,1,0.75,242.48,0.00
104.21.64.13,4,1,0.75,242.65,0.00
104.21.4.102,4,1,0.75,242.65,0.00
104.23.129.15,4,1,0.75,242.87,0.00
104.20.184.218,4,1,0.75,243.05,0.00
172.65.163.131,4,1,0.75,243.10,0.00
104.21.75.118,4,1,0.75,243.25,0.00
104.21.41.90,4,1,0.75,243.56,0.00
104.20.161.93,4,1,0.75,244.74,0.00
104.25.193.250,4,1,0.75,245.14,0.00
104.21.49.142,4,1,0.75,245.26,0.00
104.21.71.85,4,1,0.75,245.26,0.00
104.24.169.35,4,1,0.75,245.44,0.00
104.20.253.17,4,1,0.75,245.45,0.00
104.22.15.190,4,1,0.75,245.73,0.00
104.22.12.85,4,1,0.75,245.74,0.00
104.21.65.232,4,1,0.75,245.82,0.00
104.21.54.33,4,1,0.75,245.98,0.00
104.21.31.130,4,1,0.75,246.12,0.00
104.21.51.81,4,1,0.75,246.12,0.00
104.22.8.220,4,1,0.75,246.25,0.00
104.22.7.205,4,1,0.75,246.25,0.00
104.23.118.214,4,1,0.75,246.30,0.00
172.65.149.56,4,1,0.75,246.72,0.00
104.21.69.1,4,1,0.75,246.73,0.00
104.21.55.41,4,1,0.75,246.79,0.00
104.20.223.95,4,1,0.75,247.07,0.00
104.21.61.250,4,1,0.75,247.31,0.00
104.21.68.47,4,1,0.75,247.35,0.00
104.21.72.195,4,1,0.75,248.33,0.00
104.20.194.174,4,1,0.75,248.53,0.00
104.20.229.245,4,1,0.75,248.54,0.00
104.20.244.228,4,1,0.75,248.58,0.00
104.21.39.155,4,1,0.75,248.58,0.00
104.20.230.64,4,1,0.75,248.79,0.00
104.21.78.140,4,1,0.75,248.95,0.00
104.24.219.215,4,1,0.75,249.07,0.00
104.21.44.120,4,1,0.75,249.08,0.00
104.20.243.19,4,1,0.75,249.16,0.00
104.21.30.171,4,1,0.75,249.18,0.00
104.24.215.208,4,1,0.75,249.21,0.00
104.21.60.114,4,1,0.75,249.45,0.00
104.21.63.35,4,1,0.75,249.54,0.00
104.20.235.46,4,1,0.75,249.66,0.00
104.20.220.217,4,1,0.75,249.69,0.00
104.20.251.103,4,1,0.75,250.12,0.00
104.22.11.48,4,1,0.75,250.31,0.00
104.21.16.42,4,1,0.75,250.64,0.00
104.21.42.16,4,1,0.75,250.81,0.00
104.21.62.48,4,1,0.75,251.00,0.00
104.21.10.198,4,1,0.75,251.10,0.00
104.21.40.120,4,1,0.75,251.15,0.00
104.21.43.93,4,1,0.75,251.26,0.00
104.21.37.166,4,1,0.75,251.32,0.00
104.21.24.216,4,1,0.75,251.33,0.00
104.27.8.244,4,1,0.75,251.39,0.00
104.20.209.89,4,1,0.75,251.49,0.00
104.21.83.172,4,1,0.75,251.52,0.00
104.21.80.102,4,1,0.75,251.53,0.00
104.21.67.184,4,1,0.75,251.62,0.00
104.21.6.161,4,1,0.75,251.66,0.00
104.20.164.163,4,1,0.75,252.03,0.00
104.20.232.12,4,1,0.75,252.26,0.00
104.24.213.121,4,1,0.75,252.31,0.00
104.20.219.158,4,1,0.75,252.38,0.00
104.21.15.114,4,1,0.75,252.61,0.00
104.21.19.218,4,1,0.75,252.78,0.00
104.20.154.245,4,1,0.75,252.79,0.00
104.20.216.78,4,1,0.75,252.88,0.00
104.21.32.159,4,1,0.75,253.06,0.00
104.20.175.50,4,1,0.75,253.10,0.00
104.21.70.184,4,1,0.75,253.12,0.00
104.20.239.89,4,1,0.75,253.29,0.00
104.20.234.152,4,1,0.75,253.38,0.00
104.20.237.43,4,1,0.75,253.51,0.00
104.20.192.157,4,1,0.75,253.95,0.00
104.20.180.68,4,1,0.75,253.99,0.00
104.20.149.56,4,1,0.75,254.51,0.00
104.20.241.57,4,1,0.75,254.84,0.00
104.20.233.197,4,1,0.75,254.90,0.00
104.21.47.185,4,1,0.75,255.36,0.00
104.21.28.29,4,1,0.75,255.53,0.00
104.20.236.221,4,1,0.75,256.02,0.00
104.20.254.175,4,1,0.75,256.97,0.00
104.20.242.57,4,1,0.75,257.08,0.00
104.21.66.114,4,1,0.75,257.16,0.00
104.20.250.85,4,1,0.75,257.49,0.00
172.65.231.242,4,1,0.75,258.08,0.00
104.20.249.111,4,1,0.75,259.14,0.00
104.20.199.166,4,1,0.75,259.48,0.00
104.20.198.94,4,1,0.75,259.48,0.00
104.20.155.201,4,1,0.75,261.25,0.00
104.20.163.125,4,1,0.75,261.25,0.00
104.20.231.205,4,1,0.75,265.11,0.00
104.21.73.148,4,1,0.75,266.01,0.00
104.20.211.240,4,1,0.75,266.74,0.00
104.20.227.227,4,1,0.75,272.96,0.00
104.20.222.217,4,1,0.75,274.08,0.00
104.20.221.99,4,1,0.75,275.10,0.00
104.20.203.66,4,1,0.75,275.15,0.00
104.20.208.126,4,1,0.75,275.60,0.00
104.20.165.140,4,1,0.75,276.19,0.00
104.20.226.27,4,1,0.75,277.11,0.00
104.20.202.229,4,1,0.75,280.36,0.00
104.20.174.189,4,1,0.75,280.86,0.00
104.20.224.125,4,1,0.75,281.38,0.00
104.24.183.190,4,1,0.75,284.58,0.00
104.21.86.215,4,1,0.75,289.91,0.00
104.20.248.33,4,1,0.75,292.11,0.00
104.20.252.43,4,1,0.75,294.32,0.00
172.65.212.136,4,1,0.75,307.82,0.00
172.65.213.150,4,1,0.75,309.39,0.00
172.64.13.243,4,1,0.75,385.61,0.00
172.64.14.217,4,1,0.75,387.71,0.00
172.64.10.163,4,1,0.75,390.39,0.00
172.64.11.91,4,1,0.75,394.28,0.00
172.64.8.56,4,1,0.75,394.28,0.00
172.64.150.72,4,1,0.75,729.76,0.00
172.65.251.57,4,1,0.75,903.58,0.00
172.64.231.59,4,1,0.75,923.78,0.00
