IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,50,8.15
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,15,8.15
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,8.15
8.218.127.249,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,8.15
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,8.15
8.219.103.126,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.14
8.222.254.91,80,80,false,SIN,Asia Pacific,Singapore,5,8.14
8.222.134.170,2083,2083,true,SIN,Asia Pacific,Singapore,94,8.13
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,8.13
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,71,8.13
8.219.73.21,2053,2053,true,SIN,Asia Pacific,Singapore,107,8.13
8.222.180.242,443,443,true,SIN,Asia Pacific,Singapore,115,8.12
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,34,8.12
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,33,8.12
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,8.12
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,8.11
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,102,8.11
47.236.104.98,2082,2082,false,SIN,Asia Pacific,Singapore,43,8.11
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,8.11
47.245.108.213,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.11
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,8.10
8.222.223.34,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.10
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,8.10
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.10
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,8.10
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,31,8.09
47.254.66.75,443,443,true,SJC,North America,San Jose,169,8.09
8.222.160.176,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.09
8.219.12.152,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.08
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,71,8.08
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,8.08
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,77,8.08
8.222.152.165,2052,2052,false,SIN,Asia Pacific,Singapore,22,8.06
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,8.06
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,20,8.05
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,8.05
8.222.144.117,8080,8080,false,SIN,Asia Pacific,Singapore,18,8.05
8.222.209.223,443,443,true,SIN,Asia Pacific,Singapore,47,8.05
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,8.05
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.05
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,23,8.05
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,8.04
8.219.3.53,2086,2086,false,SIN,Asia Pacific,Singapore,21,8.04
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,22,8.04
8.222.244.123,2052,2052,false,SIN,Asia Pacific,Singapore,3,8.03
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,8.03
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,93,8.03
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,99,8.02
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,79,8.02
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.02
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,8.01
47.245.108.213,2096,2096,true,SIN,Asia Pacific,Singapore,31,8.01
8.219.102.252,80,80,false,SIN,Asia Pacific,Singapore,21,8.01
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,19,8.01
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,4,8.01
47.236.97.90,2083,2083,true,SIN,Asia Pacific,Singapore,61,8.01
8.217.248.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,8.00
47.236.172.95,2053,2053,true,SIN,Asia Pacific,Singapore,98,8.00
8.219.84.102,8880,8880,false,SIN,Asia Pacific,Singapore,80,8.00
8.222.226.15,8443,8443,true,SIN,Asia Pacific,Singapore,90,8.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,19,7.99
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,72,7.99
8.217.167.88,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,7.99
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,7.98
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,7.98
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,2,7.98
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,7.98
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.98
8.218.127.249,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,7.97
8.217.167.88,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,7.97
8.222.219.34,2096,2096,true,SIN,Asia Pacific,Singapore,82,7.96
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,7.96
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,10,7.96
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,75,7.96
8.219.104.37,2087,2087,true,SIN,Asia Pacific,Singapore,76,7.96
8.222.224.17,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.95
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,7.95
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,110,7.95
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,35,7.94
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,117,7.94
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.94
8.217.167.88,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,7.94
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.94
8.219.142.229,2083,2083,true,SIN,Asia Pacific,Singapore,129,7.94
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,23,7.94
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,67,7.93
47.242.234.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,7.93
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,32,7.93
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,7.93
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,7.92
8.219.110.88,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.92
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,7.92
8.222.152.165,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.92
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,7.91
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,71,7.91
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,22,7.90
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,48,7.89
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,7.89
47.243.27.217,8443,8443,true,HKG,Asia Pacific,Hong Kong,106,7.87
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,16,7.87
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,24,7.87
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,107,7.87
8.219.101.72,80,80,false,SIN,Asia Pacific,Singapore,177,7.87
8.219.145.245,2087,2087,true,SIN,Asia Pacific,Singapore,86,7.86
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,132,7.86
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,131,7.86
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,7.86
47.242.59.216,2095,2095,false,HKG,Asia Pacific,Hong Kong,84,7.86
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,7.85
8.219.175.127,8080,8080,false,SIN,Asia Pacific,Singapore,16,7.85
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,47,7.84
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,7.84
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,104,7.84
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,7.84
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,7.84
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,69,7.84
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,7.83
8.222.212.172,2087,2087,true,SIN,Asia Pacific,Singapore,62,7.83
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,7.83
8.222.202.163,2096,2096,true,SIN,Asia Pacific,Singapore,85,7.83
8.210.66.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,7.83
8.219.6.157,2096,2096,true,SIN,Asia Pacific,Singapore,33,7.83
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,42,7.82
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,7.82
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,29,7.82
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,103,7.81
8.222.202.163,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.81
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.80
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,7.79
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.79
47.236.121.7,8880,8880,false,SIN,Asia Pacific,Singapore,45,7.79
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,7.79
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,92,7.79
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,130,7.79
8.222.212.219,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.79
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.78
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,7.78
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,11,7.78
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,15,7.77
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,7.77
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,23,7.77
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,7.77
8.217.164.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,7.77
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,7.76
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,130,7.76
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,39,7.76
8.219.73.188,2096,2096,true,SIN,Asia Pacific,Singapore,108,7.76
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,40,7.76
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.76
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,51,7.76
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,7.75
8.217.85.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,7.75
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,7.75
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,7.75
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,119,7.75
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,56,7.75
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,7.75
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.74
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.74
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,81,7.74
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,7.74
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.73
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,19,7.73
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,7.73
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,17,7.73
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,7.73
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,4,7.72
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,7.72
8.222.221.86,2095,2095,false,SIN,Asia Pacific,Singapore,3,7.72
8.219.141.174,8880,8880,false,SIN,Asia Pacific,Singapore,36,7.71
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,7.71
8.209.251.192,80,80,false,NRT,Asia Pacific,Tokyo,94,7.71
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,70,7.71
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.70
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,7.70
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,35,7.70
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,7.70
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,27,7.70
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,7.69
8.218.143.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.69
8.222.214.13,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.69
8.217.193.25,80,80,false,HKG,Asia Pacific,Hong Kong,41,7.68
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,24,7.68
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.68
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,6,7.68
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,15,7.68
8.222.193.208,8880,8880,false,SIN,Asia Pacific,Singapore,3,7.67
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,7.67
8.219.6.157,2053,2053,true,SIN,Asia Pacific,Singapore,44,7.67
8.222.180.242,8080,8080,false,SIN,Asia Pacific,Singapore,25,7.67
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,7.67
8.217.159.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,7.67
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,7.66
8.222.197.251,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.66
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,39,7.66
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,64,7.66
47.236.87.206,2052,2052,false,SIN,Asia Pacific,Singapore,29,7.66
8.222.244.123,2087,2087,true,SIN,Asia Pacific,Singapore,49,7.66
8.219.141.174,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.65
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,7.65
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,27,7.65
47.236.150.13,2083,2083,true,SIN,Asia Pacific,Singapore,94,7.65
8.222.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,40,7.65
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,100,7.65
8.222.208.83,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.64
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,73,7.64
8.218.127.249,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,7.64
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,16,7.63
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,71,7.63
8.217.167.88,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,7.63
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,7.62
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,31,7.62
47.74.37.50,2053,2053,true,NRT,Asia Pacific,Tokyo,96,7.62
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,65,7.62
8.222.212.219,2087,2087,true,SIN,Asia Pacific,Singapore,133,7.62
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,87,7.62
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,7.62
8.222.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,86,7.62
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.61
8.222.202.163,80,80,false,SIN,Asia Pacific,Singapore,10,7.61
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,58,7.61
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.61
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,70,7.61
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,40,7.60
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,4,7.60
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.60
8.222.236.229,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.60
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,7.60
8.222.236.229,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.60
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.59
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,68,7.59
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,7.59
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.59
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,70,7.59
8.218.158.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,7.59
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.59
8.210.151.69,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,7.58
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,7.58
8.219.51.211,2083,2083,true,SIN,Asia Pacific,Singapore,38,7.57
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,26,7.56
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,7.56
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.56
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,7.56
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.56
8.222.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,122,7.56
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,10,7.55
8.222.211.16,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.55
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,46,7.55
47.236.116.26,2086,2086,false,SIN,Asia Pacific,Singapore,33,7.55
8.222.223.34,80,80,false,SIN,Asia Pacific,Singapore,3,7.53
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,87,7.53
8.222.214.13,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.53
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,50,7.53
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,114,7.53
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,82,7.52
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.52
8.222.224.17,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.52
8.222.136.247,8443,8443,true,SIN,Asia Pacific,Singapore,95,7.51
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,7.51
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.50
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.50
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.50
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,42,7.50
8.222.221.90,443,443,true,SIN,Asia Pacific,Singapore,80,7.50
8.219.110.88,8880,8880,false,SIN,Asia Pacific,Singapore,11,7.50
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,7.50
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.49
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,7.48
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,55,7.48
8.222.193.208,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.47
8.219.137.50,2096,2096,true,SIN,Asia Pacific,Singapore,51,7.47
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,78,7.46
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.46
8.219.147.58,2083,2083,true,SIN,Asia Pacific,Singapore,109,7.46
47.236.75.113,2087,2087,true,SIN,Asia Pacific,Singapore,93,7.45
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,75,7.45
8.219.84.102,2095,2095,false,SIN,Asia Pacific,Singapore,32,7.45
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,7.45
47.236.116.26,2095,2095,false,SIN,Asia Pacific,Singapore,30,7.44
47.243.161.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,7.44
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,6,7.43
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,9,7.43
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,34,7.43
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,7.42
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,202,7.42
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,8,7.42
8.218.110.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,99,7.42
8.219.106.15,2095,2095,false,SIN,Asia Pacific,Singapore,30,7.42
8.222.213.221,443,443,true,SIN,Asia Pacific,Singapore,101,7.41
8.222.134.170,2053,2053,true,SIN,Asia Pacific,Singapore,111,7.41
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.41
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,7.41
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,5,7.40
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,7.39
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,7.39
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,7.39
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,15,7.39
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,23,7.38
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,81,7.38
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,79,7.38
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,78,7.37
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.37
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.37
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,7.37
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.36
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,7.36
47.236.116.26,8080,8080,false,SIN,Asia Pacific,Singapore,64,7.36
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,7.36
8.222.209.223,80,80,false,SIN,Asia Pacific,Singapore,25,7.35
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.35
8.222.252.150,80,80,false,SIN,Asia Pacific,Singapore,4,7.35
8.217.49.34,2053,2053,true,HKG,Asia Pacific,Hong Kong,100,7.35
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,7.35
47.74.43.95,8443,8443,true,NRT,Asia Pacific,Tokyo,72,7.34
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,7,7.34
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,94,7.34
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,42,7.33
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,7.33
47.236.116.26,2086,2086,false,SIN,Asia Pacific,Singapore,30,7.33
8.219.151.193,80,80,false,SIN,Asia Pacific,Singapore,24,7.33
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,7.33
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.32
8.218.110.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,7.32
8.222.224.17,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.32
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.32
8.222.164.209,80,80,false,SIN,Asia Pacific,Singapore,54,7.31
8.222.223.34,8880,8880,false,SIN,Asia Pacific,Singapore,8,7.31
8.219.103.126,2087,2087,true,SIN,Asia Pacific,Singapore,119,7.31
8.219.84.102,8080,8080,false,SIN,Asia Pacific,Singapore,124,7.30
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,7.29
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,194,7.29
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,7.29
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,60,7.28
8.222.254.91,2052,2052,false,SIN,Asia Pacific,Singapore,20,7.28
8.219.122.96,8080,8080,false,SIN,Asia Pacific,Singapore,34,7.28
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,85,7.28
8.222.211.16,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.28
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,7.27
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.27
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,7.27
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,7.27
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,24,7.26
8.222.209.223,2087,2087,true,SIN,Asia Pacific,Singapore,41,7.26
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,117,7.26
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,7.25
47.245.108.213,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.25
8.222.255.15,8880,8880,false,SIN,Asia Pacific,Singapore,3,7.24
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,7.24
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,7.24
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,91,7.24
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,11,7.23
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,17,7.23
8.222.221.90,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.22
